time,src,dst,type,bytes,id,seq,ttl
1232.376146,192.168.100.1,192.168.100.2,request,842,1,169,128
1232.378246,192.168.100.2,192.168.100.1,reply,842,1,169,128
1233.391779,192.168.100.1,192.168.100.2,request,842,1,170,128
1233.393881,192.168.100.2,192.168.100.1,reply,842,1,170,128
1234.407436,192.168.100.1,192.168.100.2,request,842,1,171,128
1234.409641,192.168.100.2,192.168.100.1,reply,842,1,171,128
1235.423141,192.168.100.1,192.168.100.2,request,842,1,172,128
1235.424982,192.168.100.2,192.168.100.1,reply,842,1,172,128
1236.438683,192.168.100.1,192.168.100.2,request,842,1,173,128
1236.440785,192.168.100.2,192.168.100.1,reply,842,1,173,128
1237.454338,192.168.100.1,192.168.100.2,request,842,1,174,128
1237.456478,192.168.100.2,192.168.100.1,reply,842,1,174,128
1260.425853,192.168.100.1,192.168.200.2,request,122,1,175,128
1260.428238,192.168.200.2,192.168.100.1,reply,122,1,175,126
1261.438946,192.168.100.1,192.168.200.2,request,122,1,176,128
1261.441409,192.168.200.2,192.168.100.1,reply,122,1,176,126
1262.454581,192.168.100.1,192.168.200.2,request,122,1,177,128
1262.45688,192.168.200.2,192.168.100.1,reply,122,1,177,126
1263.470224,192.168.100.1,192.168.200.2,request,122,1,178,128
1263.472535,192.168.200.2,192.168.100.1,reply,122,1,178,126
1264.485841,192.168.100.1,192.168.200.2,request,122,1,179,128
1264.488317,192.168.200.2,192.168.100.1,reply,122,1,179,126
1265.501494,192.168.100.1,192.168.200.2,request,122,1,180,128
1265.503918,192.168.200.2,192.168.100.1,reply,122,1,180,126
1266.517126,192.168.100.1,192.168.200.2,request,122,1,181,128
1266.519439,192.168.200.2,192.168.100.1,reply,122,1,181,126
1267.532756,192.168.100.1,192.168.200.2,request,122,1,182,128
1267.534993,192.168.200.2,192.168.100.1,reply,122,1,182,126
1268.548408,192.168.100.1,192.168.200.2,request,122,1,183,128
1268.550826,192.168.200.2,192.168.100.1,reply,122,1,183,126
1269.564003,192.168.100.1,192.168.200.2,request,122,1,184,128
1269.566368,192.168.200.2,192.168.100.1,reply,122,1,184,126
1270.57964,192.168.100.1,192.168.200.2,request,122,1,185,128
1270.58206,192.168.200.2,192.168.100.1,reply,122,1,185,126
1271.5953,192.168.100.1,192.168.200.2,request,122,1,186,128
1271.597586,192.168.200.2,192.168.100.1,reply,122,1,186,126
1272.61094,192.168.100.1,192.168.200.2,request,122,1,187,128
1272.613184,192.168.200.2,192.168.100.1,reply,122,1,187,126
1273.626542,192.168.100.1,192.168.200.2,request,122,1,188,128
1273.628857,192.168.200.2,192.168.100.1,reply,122,1,188,126
1274.642232,192.168.100.1,192.168.200.2,request,122,1,189,128
1274.644505,192.168.200.2,192.168.100.1,reply,122,1,189,126
1275.657824,192.168.100.1,192.168.200.2,request,122,1,190,128
1275.660145,192.168.200.2,192.168.100.1,reply,122,1,190,126
1276.67346,192.168.100.1,192.168.200.2,request,122,1,191,128
1276.675659,192.168.200.2,192.168.100.1,reply,122,1,191,126
1277.689095,192.168.100.1,192.168.200.2,request,122,1,192,128
1277.691372,192.168.200.2,192.168.100.1,reply,122,1,192,126
1278.704706,192.168.100.1,192.168.200.2,request,122,1,193,128
1278.707069,192.168.200.2,192.168.100.1,reply,122,1,193,126
1279.720369,192.168.100.1,192.168.200.2,request,122,1,194,128
1279.72276,192.168.200.2,192.168.100.1,reply,122,1,194,126
1280.735977,192.168.100.1,192.168.200.2,request,122,1,195,128
1280.738303,192.168.200.2,192.168.100.1,reply,122,1,195,126
1281.751636,192.168.100.1,192.168.200.2,request,122,1,196,128
1281.753933,192.168.200.2,192.168.100.1,reply,122,1,196,126
1282.76724,192.168.100.1,192.168.200.2,request,122,1,197,128
1282.769555,192.168.200.2,192.168.100.1,reply,122,1,197,126
1283.782877,192.168.100.1,192.168.200.2,request,122,1,198,128
1283.784942,192.168.200.2,192.168.100.1,reply,122,1,198,126
1284.798532,192.168.100.1,192.168.200.2,request,122,1,199,128
1284.800639,192.168.200.2,192.168.100.1,reply,122,1,199,126
1285.814145,192.168.100.1,192.168.200.2,request,122,1,200,128
1285.816498,192.168.200.2,192.168.100.1,reply,122,1,200,126
1286.829822,192.168.100.1,192.168.200.2,request,122,1,201,128
1286.832265,192.168.200.2,192.168.100.1,reply,122,1,201,126
1287.845414,192.168.100.1,192.168.200.2,request,122,1,202,128
1287.847808,192.168.200.2,192.168.100.1,reply,122,1,202,126
1288.861091,192.168.100.1,192.168.200.2,request,122,1,203,128
1288.863424,192.168.200.2,192.168.100.1,reply,122,1,203,126
1289.239222,192.168.200.1,192.168.100.1,request,1342,1,73,126
1289.23929,192.168.100.1,192.168.200.1,reply,1342,1,73,128
1289.876703,192.168.100.1,192.168.200.2,request,122,1,204,128
1289.878995,192.168.200.2,192.168.100.1,reply,122,1,204,126
1290.252888,192.168.200.1,192.168.100.1,request,1342,1,74,126
1290.252937,192.168.100.1,192.168.200.1,reply,1342,1,74,128
1290.892365,192.168.100.1,192.168.200.2,request,122,1,205,128
1290.894607,192.168.200.2,192.168.100.1,reply,122,1,205,126
1291.259813,192.168.200.1,192.168.100.1,request,1342,1,75,126
1291.259877,192.168.100.1,192.168.200.1,reply,1342,1,75,128
1292.276223,192.168.200.1,192.168.100.1,request,1342,1,76,126
1292.276287,192.168.100.1,192.168.200.1,reply,1342,1,76,128
1293.292637,192.168.200.1,192.168.100.1,request,1342,1,77,126
1293.292698,192.168.100.1,192.168.200.1,reply,1342,1,77,128
1348.781392,192.168.200.1,192.168.100.1,request,1192,1,78,126
1348.781458,192.168.100.1,192.168.200.1,reply,1192,1,78,128
1349.792609,192.168.200.1,192.168.100.1,request,1192,1,79,126
1349.792672,192.168.100.1,192.168.200.1,reply,1192,1,79,128
1350.803384,192.168.200.1,192.168.100.1,request,1192,1,80,126
1350.803446,192.168.100.1,192.168.200.1,reply,1192,1,80,128
1351.81204,192.168.200.1,192.168.100.1,request,1192,1,81,126
1351.812098,192.168.100.1,192.168.200.1,reply,1192,1,81,128
1352.823721,192.168.200.1,192.168.100.1,request,1192,1,82,126
1352.823767,192.168.100.1,192.168.200.1,reply,1192,1,82,128
1353.836993,192.168.200.1,192.168.100.1,request,1192,1,83,126
1353.837041,192.168.100.1,192.168.200.1,reply,1192,1,83,128
1354.851113,192.168.200.1,192.168.100.1,request,1192,1,84,126
1354.851176,192.168.100.1,192.168.200.1,reply,1192,1,84,128
1355.861533,192.168.200.1,192.168.100.1,request,1192,1,85,126
1355.861609,192.168.100.1,192.168.200.1,reply,1192,1,85,128
1356.877356,192.168.200.1,192.168.100.1,request,1192,1,86,126
1356.877402,192.168.100.1,192.168.200.1,reply,1192,1,86,128
1357.890324,192.168.200.1,192.168.100.1,request,1192,1,87,126
1357.890387,192.168.100.1,192.168.200.1,reply,1192,1,87,128
1358.906512,192.168.200.1,192.168.100.1,request,1192,1,88,126
1358.906577,192.168.100.1,192.168.200.1,reply,1192,1,88,128
1378.010922,192.168.100.1,192.168.200.2,request,1142,1,206,128
1378.015246,192.168.200.2,192.168.100.1,reply,1142,1,206,126
1379.018188,192.168.100.1,192.168.200.2,request,1142,1,207,128
1379.02248,192.168.200.2,192.168.100.1,reply,1142,1,207,126
1380.033799,192.168.100.1,192.168.200.2,request,1142,1,208,128
1380.038047,192.168.200.2,192.168.100.1,reply,1142,1,208,126
1381.049443,192.168.100.1,192.168.200.2,request,1142,1,209,128
1381.053633,192.168.200.2,192.168.100.1,reply,1142,1,209,126
1382.065072,192.168.100.1,192.168.200.2,request,1142,1,210,128
1382.069394,192.168.200.2,192.168.100.1,reply,1142,1,210,126
1383.080709,192.168.100.1,192.168.200.2,request,1142,1,211,128
1383.084945,192.168.200.2,192.168.100.1,reply,1142,1,211,126
1384.096345,192.168.100.1,192.168.200.2,request,1142,1,212,128
1384.100408,192.168.200.2,192.168.100.1,reply,1142,1,212,126
1385.111975,192.168.100.1,192.168.200.2,request,1142,1,213,128
1385.11624,192.168.200.2,192.168.100.1,reply,1142,1,213,126
1393.745763,192.168.100.1,192.168.100.2,request,942,1,214,128
1393.747838,192.168.100.2,192.168.100.1,reply,942,1,214,128
1394.752697,192.168.100.1,192.168.100.2,request,942,1,215,128
1394.754857,192.168.100.2,192.168.100.1,reply,942,1,215,128
1395.76833,192.168.100.1,192.168.100.2,request,942,1,216,128
1395.7705,192.168.100.2,192.168.100.1,reply,942,1,216,128
1396.783935,192.168.100.1,192.168.100.2,request,942,1,217,128
1396.786109,192.168.100.2,192.168.100.1,reply,942,1,217,128
1397.799634,192.168.100.1,192.168.100.2,request,942,1,218,128
1397.801799,192.168.100.2,192.168.100.1,reply,942,1,218,128
1410.322419,192.168.100.2,192.168.100.1,request,942,1,244,128
1410.322471,192.168.100.1,192.168.100.2,reply,942,1,244,128
1411.325826,192.168.100.2,192.168.100.1,request,942,1,245,128
1411.325876,192.168.100.1,192.168.100.2,reply,942,1,245,128
1412.34146,192.168.100.2,192.168.100.1,request,942,1,246,128
1412.34151,192.168.100.1,192.168.100.2,reply,942,1,246,128
1413.357085,192.168.100.2,192.168.100.1,request,942,1,247,128
1413.357135,192.168.100.1,192.168.100.2,reply,942,1,247,128
1414.372612,192.168.100.2,192.168.100.1,request,942,1,248,128
1414.37266,192.168.100.1,192.168.100.2,reply,942,1,248,128
1415.388383,192.168.100.2,192.168.100.1,request,942,1,249,128
1415.388433,192.168.100.1,192.168.100.2,reply,942,1,249,128
1416.40388,192.168.100.2,192.168.100.1,request,942,1,250,128
1416.403928,192.168.100.1,192.168.100.2,reply,942,1,250,128
1417.419526,192.168.100.2,192.168.100.1,request,942,1,251,128
1417.419576,192.168.100.1,192.168.100.2,reply,942,1,251,128
1418.435083,192.168.100.2,192.168.100.1,request,942,1,252,128
1418.435133,192.168.100.1,192.168.100.2,reply,942,1,252,128
1419.450843,192.168.100.2,192.168.100.1,request,942,1,253,128
1419.450892,192.168.100.1,192.168.100.2,reply,942,1,253,128
1420.466453,192.168.100.2,192.168.100.1,request,942,1,254,128
1420.466505,192.168.100.1,192.168.100.2,reply,942,1,254,128
1421.482073,192.168.100.2,192.168.100.1,request,942,1,255,128
1421.482123,192.168.100.1,192.168.100.2,reply,942,1,255,128
1439.979499,192.168.200.2,192.168.100.1,request,642,1,146,126
1439.979565,192.168.100.1,192.168.200.2,reply,642,1,146,128
1440.991196,192.168.200.2,192.168.100.1,request,642,1,147,126
1440.991247,192.168.100.1,192.168.200.2,reply,642,1,147,128
1442.00703,192.168.200.2,192.168.100.1,request,642,1,148,126
1442.007091,192.168.100.1,192.168.200.2,reply,642,1,148,128
