time,src,dst,type,bytes,id,seq,ttl
679.768267,192.168.100.1,192.168.200.2,request,74,1,93,126
679.768325,192.168.200.2,192.168.100.1,request,74,1,93,128
758.912118,192.168.100.2,192.168.200.2,request,74,1,176,126
758.912175,192.168.200.2,192.168.100.2,request,74,1,176,128
835.567338,192.168.200.1,192.168.200.2,request,74,1,47,128
835.567396,192.168.200.2,192.168.200.1,request,74,1,47,128
850.742599,192.168.200.2,192.168.100.1,request,74,1,41,128
850.745547,192.168.100.1,192.168.200.2,request,74,1,41,126
853.814047,192.168.200.2,192.168.100.2,request,74,1,42,128
853.81637,192.168.100.2,192.168.200.2,request,74,1,42,126
858.078322,192.168.200.2,192.168.200.1,request,74,1,43,128
858.080018,192.168.200.1,192.168.200.2,request,74,1,43,128
1138.013345,192.168.200.2,192.168.200.1,request,1042,1,44,128
1138.01561,192.168.200.1,192.168.200.2,request,1042,1,44,128
1139.025748,192.168.200.2,192.168.200.1,request,1042,1,45,128
1139.02811,192.168.200.1,192.168.200.2,request,1042,1,45,128
1140.041734,192.168.200.2,192.168.200.1,request,1042,1,46,128
1140.044039,192.168.200.1,192.168.200.2,request,1042,1,46,128
1141.051488,192.168.200.2,192.168.200.1,request,1042,1,47,128
1141.053775,192.168.200.1,192.168.200.2,request,1042,1,47,128
1142.069416,192.168.200.2,192.168.200.1,request,1042,1,48,128
1142.071716,192.168.200.1,192.168.200.2,request,1042,1,48,128
1143.083235,192.168.200.2,192.168.200.1,request,1042,1,49,128
1143.085492,192.168.200.1,192.168.200.2,request,1042,1,49,128
1144.100018,192.168.200.2,192.168.200.1,request,1042,1,50,128
1144.102313,192.168.200.1,192.168.200.2,request,1042,1,50,128
1145.111206,192.168.200.2,192.168.200.1,request,1042,1,51,128
1145.113458,192.168.200.1,192.168.200.2,request,1042,1,51,128
1146.128716,192.168.200.2,192.168.200.1,request,1042,1,52,128
1146.130996,192.168.200.1,192.168.200.2,request,1042,1,52,128
1147.138327,192.168.200.2,192.168.200.1,request,1042,1,53,128
1147.140602,192.168.200.1,192.168.200.2,request,1042,1,53,128
1148.144824,192.168.200.2,192.168.200.1,request,1042,1,54,128
1148.147157,192.168.200.1,192.168.200.2,request,1042,1,54,128
1149.157547,192.168.200.2,192.168.200.1,request,1042,1,55,128
1149.159531,192.168.200.1,192.168.200.2,request,1042,1,55,128
1150.168383,192.168.200.2,192.168.200.1,request,1042,1,56,128
1150.170685,192.168.200.1,192.168.200.2,request,1042,1,56,128
1151.173118,192.168.200.2,192.168.200.1,request,1042,1,57,128
1151.175141,192.168.200.1,192.168.200.2,request,1042,1,57,128
1152.175398,192.168.200.2,192.168.200.1,request,1042,1,58,128
1152.177693,192.168.200.1,192.168.200.2,request,1042,1,58,128
1153.188104,192.168.200.2,192.168.200.1,request,1042,1,59,128
1153.190394,192.168.200.1,192.168.200.2,request,1042,1,59,128
