time,src,dst,type,bytes,id,seq,ttl
476.409781,192.168.100.1,192.168.100.2,request,74,1,91,128
476.409839,192.168.100.2,192.168.100.1,request,74,1,91,128
569.249874,192.168.100.2,192.168.100.1,request,74,1,174,128
569.251535,192.168.100.1,192.168.100.2,request,74,1,174,128
595.698277,192.168.100.2,192.168.200.1,request,74,1,175,128
595.700607,192.168.200.1,192.168.100.2,request,74,1,175,126
597.810384,192.168.100.2,192.168.200.2,request,74,1,176,128
597.812656,192.168.200.2,192.168.100.2,request,74,1,176,126
660.044009,192.168.200.1,192.168.100.2,request,74,1,45,126
660.044077,192.168.100.2,192.168.200.1,request,74,1,45,128
692.715131,192.168.200.2,192.168.100.2,request,74,1,42,126
692.715196,192.168.100.2,192.168.200.2,request,74,1,42,128
938.985595,192.168.100.2,192.168.100.1,request,1242,1,177,128
938.987903,192.168.100.1,192.168.100.2,request,1242,1,177,128
939.992675,192.168.100.2,192.168.100.1,request,1242,1,178,128
939.99508,192.168.100.1,192.168.100.2,request,1242,1,178,128
941.008314,192.168.100.2,192.168.100.1,request,1242,1,179,128
941.010684,192.168.100.1,192.168.100.2,request,1242,1,179,128
942.023995,192.168.100.2,192.168.100.1,request,1242,1,180,128
942.026367,192.168.100.1,192.168.100.2,request,1242,1,180,128
943.039626,192.168.100.2,192.168.100.1,request,1242,1,181,128
943.042084,192.168.100.1,192.168.100.2,request,1242,1,181,128
944.055229,192.168.100.2,192.168.100.1,request,1242,1,182,128
944.057619,192.168.100.1,192.168.100.2,request,1242,1,182,128
945.070868,192.168.100.2,192.168.100.1,request,1242,1,183,128
945.073228,192.168.100.1,192.168.100.2,request,1242,1,183,128
946.086497,192.168.100.2,192.168.100.1,request,1242,1,184,128
946.088662,192.168.100.1,192.168.100.2,request,1242,1,184,128
947.102166,192.168.100.2,192.168.100.1,request,1242,1,185,128
947.104519,192.168.100.1,192.168.100.2,request,1242,1,185,128
948.117807,192.168.100.2,192.168.100.1,request,1242,1,186,128
948.120198,192.168.100.1,192.168.100.2,request,1242,1,186,128
949.133466,192.168.100.2,192.168.100.1,request,1242,1,187,128
949.135821,192.168.100.1,192.168.100.2,request,1242,1,187,128
950.149075,192.168.100.2,192.168.100.1,request,1242,1,188,128
950.151531,192.168.100.1,192.168.100.2,request,1242,1,188,128
951.164683,192.168.100.2,192.168.100.1,request,1242,1,189,128
951.167054,192.168.100.1,192.168.100.2,request,1242,1,189,128
952.18032,192.168.100.2,192.168.100.1,request,1242,1,190,128
952.182687,192.168.100.1,192.168.100.2,request,1242,1,190,128
953.195957,192.168.100.2,192.168.100.1,request,1242,1,191,128
953.198329,192.168.100.1,192.168.100.2,request,1242,1,191,128
960.115938,192.168.200.1,192.168.100.2,request,342,1,48,126
960.115998,192.168.100.2,192.168.200.1,request,342,1,48,128
961.13237,192.168.200.1,192.168.100.2,request,342,1,49,126
961.132432,192.168.100.2,192.168.200.1,request,342,1,49,128
962.146662,192.168.200.1,192.168.100.2,request,342,1,50,126
962.146723,192.168.100.2,192.168.200.1,request,342,1,50,128
963.150351,192.168.200.1,192.168.100.2,request,342,1,51,126
963.150402,192.168.100.2,192.168.200.1,request,342,1,51,128
964.165974,192.168.200.1,192.168.100.2,request,342,1,52,126
964.166025,192.168.100.2,192.168.200.1,request,342,1,52,128
965.169518,192.168.200.1,192.168.100.2,request,342,1,53,126
965.169567,192.168.100.2,192.168.200.1,request,342,1,53,128
966.183539,192.168.200.1,192.168.100.2,request,342,1,54,126
966.18359,192.168.100.2,192.168.200.1,request,342,1,54,128
967.188174,192.168.200.1,192.168.100.2,request,342,1,55,126
967.188235,192.168.100.2,192.168.200.1,request,342,1,55,128
968.191327,192.168.200.1,192.168.100.2,request,342,1,56,126
968.191386,192.168.100.2,192.168.200.1,request,342,1,56,128
969.204373,192.168.200.1,192.168.100.2,request,342,1,57,126
969.204433,192.168.100.2,192.168.200.1,request,342,1,57,128
970.21358,192.168.200.1,192.168.100.2,request,342,1,58,126
970.213644,192.168.100.2,192.168.200.1,request,342,1,58,128
971.217126,192.168.200.1,192.168.100.2,request,342,1,59,126
971.217186,192.168.100.2,192.168.200.1,request,342,1,59,128
972.226769,192.168.200.1,192.168.100.2,request,342,1,60,126
972.226829,192.168.100.2,192.168.200.1,request,342,1,60,128
973.243964,192.168.200.1,192.168.100.2,request,342,1,61,126
973.244011,192.168.100.2,192.168.200.1,request,342,1,61,128
974.257187,192.168.200.1,192.168.100.2,request,342,1,62,126
974.257248,192.168.100.2,192.168.200.1,request,342,1,62,128
975.274288,192.168.200.1,192.168.100.2,request,342,1,63,126
975.274375,192.168.100.2,192.168.200.1,request,342,1,63,128
